timestamp;lat [deg];lon [deg];sog [kn];draught [m];heading [deg];cog [deg];rot [deg/min];zone  [UTM];band  [UTM];easting [UTM];northing [UTM];STATE
2023-09-04T23:51:30;-6.97984333333;112.700005;11.2;-1;218;217.4;0;49;M;687802;9228140;P1
2023-09-04T23:51:41;-6.98034166667;112.699618333;11.2;-1;218;217.7;0;49;M;687759;9228085;P1
2023-09-04T23:51:50;-6.98067166667;112.69936;11.2;-1;217;217.9;0;49;M;687730;9228049;P1
2023-09-04T23:52:01;-6.98116833333;112.698975;11.2;-1;218;217.8;0;49;M;687687;9227994;P1
2023-09-04T23:52:11;-6.98154;112.698686667;11.2;-1;217;217.9;0;49;M;687655;9227953;P1
2023-09-04T23:52:21;-6.981955;112.698366667;11.2;-1;217;217.7;0;49;M;687620;9227907;P1
2023-09-04T23:52:30;-6.98233;112.69808;11.2;-1;217;217.6;0;49;M;687588;9227866;P1
2023-09-04T23:52:41;-6.98282833333;112.69771;11.2;-1;217;217.4;0;49;M;687547;9227811;P1
2023-09-04T23:52:50;-6.98316;112.697453333;11.2;-1;217;217.6;0;49;M;687518;9227774;P1
2023-09-04T23:53:01;-6.98365833333;112.697073333;11.1;-1;218;217.3;0;49;M;687476;9227719;P1
2023-09-04T23:53:11;-6.98403166667;112.696788333;11.1;-1;218;217.7;0;49;M;687445;9227678;P1
2023-09-04T23:53:21;-6.98444666667;112.696463333;11.1;-1;217;217.8;0;49;M;687409;9227633;P1
2023-09-04T23:53:30;-6.98482;112.696168333;11.1;-1;218;217.9;0;49;M;687376;9227591;P1
2023-09-04T23:53:41;-6.98531333333;112.695776667;11.1;-1;217;217.9;0;49;M;687332;9227537;P1
2023-09-04T23:53:50;-6.985645;112.695515;11.1;-1;217;218.1;0;49;M;687303;9227500;P1
2023-09-04T23:54:01;-6.98614;112.695133333;11.1;-1;217;218.0;0;49;M;687261;9227446;P1
2023-09-04T23:54:11;-6.98650833333;112.69484;11.1;-1;217;218.1;0;49;M;687228;9227405;P1
2023-09-04T23:54:21;-6.98692166667;112.694515;11.2;-1;216;218.3;0;49;M;687192;9227360;P1
2023-09-04T23:54:30;-6.987295;112.694235;11.1;-1;217;217.2;0;49;M;687161;9227318;P1
2023-09-04T23:54:41;-6.98778833333;112.693868333;11.1;-1;217;217.3;0;49;M;687120;9227264;P1
2023-09-04T23:54:50;-6.98812;112.693615;11.2;-1;217;217.6;0;49;M;687092;9227227;P1
2023-09-04T23:55:00;-6.988535;112.693286667;11.2;-1;218;217.9;0;49;M;687056;9227182;P1
2023-09-04T23:55:11;-6.98898833333;112.692928333;11.2;-1;218;218.1;0;49;M;687016;9227132;P1
2023-09-04T23:55:21;-6.98940166667;112.692603333;11.2;-1;217;218.4;0;49;M;686980;9227086;P1
2023-09-04T23:55:30;-6.98977166667;112.692311667;11.2;-1;218;218.1;0;49;M;686948;9227045;P1
2023-09-04T23:55:51;-6.99063166667;112.691628333;11.2;-1;217;218.7;0;49;M;686872;9226950;P1
2023-09-04T23:56:00;-6.99101;112.69132;11.2;-1;217;218.1;0;49;M;686838;9226909;P1
2023-09-04T23:56:10;-6.991465;112.690961667;11.2;-1;216;218.0;0;49;M;686798;9226859;P1
2023-09-04T23:56:20;-6.991885;112.690646667;11.2;-1;216;216.8;0;49;M;686763;9226812;P1
2023-09-04T23:57:51;-6.99564666667;112.687848333;11.2;-1;215;216.3;0;49;M;686452;9226397;P1
2023-09-04T23:58:00;-6.99602666667;112.687571667;11.1;-1;215;215.9;0;49;M;686421;9226355;P1
2023-09-04T23:58:30;-6.99729;112.686641667;11.1;-1;215;216.4;0;49;M;686318;9226216;P1
2023-09-04T23:58:40;-6.99771166667;112.68633;11.1;-1;215;216.4;0;49;M;686284;9226170;P1
2023-09-04T23:59:00;-6.99856;112.685723333;11.1;-1;216;215.6;0;49;M;686216;9226076;P1
2023-09-04T23:59:10;-6.99901833333;112.685378333;11.1;-1;215;216.8;0;49;M;686178;9226025;P1
2023-09-04T23:59:20;-6.99944;112.685068333;11.1;-1;215;216.6;0;49;M;686143;9225979;P1
2023-09-04T23:59:30;-6.99982;112.684793333;11.1;-1;215;216.1;0;49;M;686113;9225937;P1
