timestamp,lat [deg],lon [deg],sog [kn],heading [deg],cog [deg],STATE,GERAKAN,Unnamed: 8,Unnamed: 9,LEGEND,STATE.1,FEE,Unnamed: 13,draught [m]
2023-09-01T05:50:51,-6.823786667,112.7681717,0.0,102,356.0,P0,,,,,,,,
2023-09-01T05:56:52,-6.823561667,112.7682267,0.1,110,356.0,P0,,,,,,,,
2023-09-01T05:59:49,-6.823468333,112.76823,0.0,112,356.0,P0,,,,,,,,
2023-09-01T06:02:51,-6.823423333,112.7682383,0.0,114,356.0,P0,,,,,,,,
2023-09-01T06:11:47,-6.82334,112.7683367,0.0,116,356.0,P0,,,,,,,,
2023-09-01T06:14:45,-6.823298333,112.768375,0.0,120,356.0,P0,,,,,,,,
2023-09-01T06:20:46,-6.823266667,112.768365,0.0,122,356.0,P0,,,,,,,,
2023-09-01T06:23:47,-6.823323333,112.7683167,0.0,120,356.0,P0,,,,,,,,
2023-09-01T06:26:46,-6.82339,112.7682867,0.0,116,356.0,P0,,,,,,,,
2023-09-01T06:29:49,-6.823466667,112.7682683,0.0,112,356.0,P0,,,,,,,,
2023-09-01T06:32:45,-6.8235,112.76828,0.0,110,356.0,P0,,,,,,,,
2023-09-01T06:38:48,-6.823483333,112.768285,0.0,113,356.0,P0,,,,,,,,
2023-09-01T06:44:49,-6.823431667,112.768285,0.0,115,356.0,P0,,,,,,,,
2023-09-01T06:53:50,-6.823361667,112.7683317,0.0,116,356.0,P0,,,,,,,,
2023-09-01T06:56:46,-6.823308333,112.7683817,0.0,118,356.0,P0,,,,,,,,
2023-09-01T06:59:51,-6.823256667,112.7684017,0.0,120,356.0,P0,,,,,,,,
2023-09-01T07:05:52,-6.823166667,112.7684317,0.0,125,356.0,P0,,,,,,,,
2023-09-01T07:08:45,-6.823113333,112.7684667,0.0,127,356.0,P0,,,,,,,,
2023-09-01T07:11:43,-6.823115,112.768515,0.0,128,356.0,P0,,,,,,,,
2023-09-01T07:14:47,-6.82313,112.7685083,0.0,127,356.0,P0,,,,,,,,
2023-09-01T07:26:48,-6.823063333,112.7685517,0.0,129,356.0,P0,,,,,,,,
2023-09-01T07:29:47,-6.823081667,112.7685233,0.0,129,356.0,P0,,,,,,,,
2023-09-01T07:32:47,-6.823135,112.7684833,0.0,127,356.0,P0,,,,,,,,
2023-09-01T07:35:48,-6.823255,112.7684067,0.1,122,356.0,P0,,,,,,,,
2023-09-01T07:44:47,-6.823501667,112.7682917,0.0,113,356.0,P0,,,,,,,,
2023-09-01T07:50:48,-6.823576667,112.7682867,0.0,111,356.0,P0,,,,,,,,
2023-09-01T07:53:45,-6.823591667,112.7682717,0.0,110,356.0,P0,,,,,,,,
2023-09-01T07:56:46,-6.823593333,112.768245,0.0,111,356.0,P0,,,,,,,,
2023-09-01T07:59:48,-6.823593333,112.7682383,0.0,111,356.0,P0,,,,,,,,
2023-09-01T08:08:48,-6.823591667,112.7682267,0.0,108,356.0,P0,,,,,,,,
2023-09-01T08:11:47,-6.823566667,112.7682717,0.0,109,356.0,P0,,,,,,,,
2023-09-01T08:17:46,-6.823525,112.7682867,0.0,112,356.0,P0,,,,,,,,
2023-09-01T08:20:47,-6.823555,112.7682617,0.0,114,356.0,P0,,,,,,,,
2023-09-01T08:23:48,-6.82358,112.7682567,0.0,114,356.0,P0,,,,,,,,
2023-09-01T08:26:46,-6.82363,112.7682483,0.0,112,356.0,P0,,,,,,,,
2023-09-01T08:29:48,-6.823743333,112.7682267,0.1,108,356.0,P0,,,,,,,,
2023-09-01T08:35:49,-6.823875,112.7682383,0.0,102,356.0,P0,,,,,,,,
2023-09-01T08:38:46,-6.823915,112.768235,0.0,102,356.0,P0,,,,,,,,
2023-09-01T08:44:48,-6.823926667,112.76825,0.0,104,356.0,P0,,,,,,,,
2023-09-01T08:50:47,-6.823981667,112.7681967,0.0,101,356.0,P0,,,,,,,,
2023-09-01T08:53:51,-6.824011667,112.7681667,0.0,99,356.0,P0,,,,,,,,
2023-09-01T08:56:48,-6.824018333,112.7681567,0.0,98,356.0,P0,,,,,,,,
2023-09-01T08:59:51,-6.823986667,112.7681417,0.0,99,356.0,P0,,,,,,,,
2023-09-01T09:02:49,-6.823945,112.76816,0.0,101,356.0,P0,,,,,,,,
2023-09-01T09:05:50,-6.823908333,112.76824,0.1,104,356.0,P0,,,,,,,,
2023-09-01T09:08:48,-6.823903333,112.7683283,0.0,106,356.0,P0,,,,,,,,
2023-09-01T09:11:49,-6.823905,112.7684067,0.0,108,356.0,P0,,,,,,,,
2023-09-01T09:14:46,-6.823898333,112.7684067,0.0,108,356.0,P0,,,,,,,,
2023-09-01T09:17:47,-6.823881667,112.76842,0.0,107,356.0,P0,,,,,,,,
2023-09-01T09:23:47,-6.823825,112.7683583,0.0,109,356.0,P0,,,,,,,,
2023-09-01T09:26:51,-6.82381,112.768305,0.0,110,356.0,P0,,,,,,,,
2023-09-01T09:29:49,-6.823843333,112.76822,0.0,109,356.0,P0,,,,,,,,
2023-09-01T09:35:48,-6.823958333,112.7681183,0.1,100,356.0,P0,,,,,,,,
2023-09-01T09:38:49,-6.824025,112.7681017,0.0,97,356.0,P0,,,,,,,,
2023-09-01T09:41:47,-6.824076667,112.7681283,0.0,95,356.0,P0,,,,,,,,
2023-09-01T09:44:48,-6.824133333,112.7681483,0.0,96,356.0,P0,,,,,,,,
2023-09-01T09:47:46,-6.824181667,112.76816,0.0,96,356.0,P0,,,,,,,,
2023-09-01T09:53:48,-6.824268333,112.7682983,0.0,95,356.0,P0,,,,,,,,
2023-09-01T09:56:48,-6.824335,112.7682917,0.0,91,356.0,P0,,,,,,,,
2023-09-01T09:59:46,-6.824416667,112.7683267,0.0,87,356.0,P0,,,,,,,,
2023-09-01T10:02:47,-6.824493333,112.7683167,0.0,85,356.0,P0,,,,,,,,
2023-09-01T10:05:49,-6.824533333,112.7682983,0.0,83,356.0,P0,,,,,,,,
2023-09-01T10:08:49,-6.82458,112.768275,0.0,81,356.0,P0,,,,,,,,
2023-09-01T10:17:47,-6.824706667,112.7682233,0.0,78,356.0,P0,,,,,,,,
2023-09-01T10:20:46,-6.824728333,112.7682633,0.0,75,356.0,P0,,,,,,,,
2023-09-01T10:23:46,-6.824761667,112.7682883,0.0,73,356.0,P0,,,,,,,,
2023-09-01T10:26:48,-6.824773333,112.7683467,0.0,71,356.0,P0,,,,,,,,
2023-09-01T10:29:49,-6.82472,112.7685333,0.2,71,70.2,P0,,,,,,,,
2023-09-01T10:32:50,-6.82466,112.7687183,0.1,71,69.4,P0,,,,,,,,
2023-09-01T10:38:49,-6.824603333,112.7689583,0.0,69,69.4,P0,,,,,,,,
2023-09-01T10:41:50,-6.824638333,112.7689917,0.0,67,69.4,P0,,,,,,,,
2023-09-01T10:50:46,-6.824928333,112.7688933,0.1,57,69.4,P0,,,,,,,,
2023-09-01T11:08:46,-6.82434,112.7697867,0.4,73,72.1,P0,,,,,,,,
2023-09-01T11:14:47,-6.82424,112.7704067,0.1,43,85.1,P0,,,,,,,,
2023-09-01T11:17:47,-6.824471667,112.7703583,0.3,31,204.1,P0,,,,,,,,
2023-09-01T11:20:45,-6.824713333,112.7700383,0.4,39,276.1,P0,,,,,,,,
2023-09-01T11:22:52,-6.824616667,112.7698517,0.2,51,296.8,P0,,,,,,,,
2023-09-01T11:23:01,-6.824611667,112.7698367,0.2,52,296.4,P0,,,,,,,,
2023-09-01T11:23:12,-6.824605,112.7698233,0.2,52,296.8,P0,,,,,,,,
2023-09-01T11:23:33,-6.824596667,112.7698017,0.2,54,295.9,P0,,,,,,,,
2023-09-01T11:24:01,-6.824581667,112.7697733,0.2,55,295.4,P0,,,,,,,,
2023-09-01T11:24:12,-6.824578333,112.769765,0.2,56,295.5,P0,,,,,,,,
2023-09-01T11:24:23,-6.82457,112.7697533,0.2,56,295.0,P0,,,,,,,,
2023-09-01T11:24:33,-6.824566667,112.7697467,0.2,57,294.0,P0,,,,,,,,
2023-09-01T11:26:12,-6.824393333,112.7697133,0.6,66,6.7,P0,,,,,,,,
2023-09-01T11:26:33,-6.824326667,112.7697283,0.7,69,14.5,P0,,,,,,,,
2023-09-01T11:26:52,-6.824256667,112.769755,0.8,72,20.5,P0,,,,,,,,
2023-09-01T11:27:01,-6.824215,112.7697783,0.9,74,23.5,P0,,,,,,,,
2023-09-01T11:27:12,-6.824166667,112.7698033,1.0,76,27.2,P0,,,,,,,,
2023-09-01T11:27:23,-6.824116667,112.7698367,1.1,77,30.5,P0,,,,,,,,
2023-09-01T11:27:33,-6.824071667,112.76987,1.2,79,33.8,P0,,,,,,,,
2023-09-01T11:28:01,-6.823928333,112.7700033,1.4,86,42.0,P0,,,,,,,,
2023-09-01T11:28:13,-6.823875,112.7700633,1.5,88,45.4,P0,,,,,,,,
2023-09-01T11:28:23,-6.823818333,112.7701283,1.6,91,48.2,P0,,,,,,,,
2023-09-01T11:28:33,-6.823766667,112.770195,1.7,93,51.0,P0,,,,,,,,
2023-09-01T11:28:53,-6.823656667,112.770355,2.0,99,56.6,P0,,,,,,,,
2023-09-01T11:29:23,-6.823501667,112.770665,2.4,109,66.7,P0,,,,,,,,
2023-09-01T11:29:33,-6.823468333,112.77077,2.6,112,70.2,P0,,,,,,,,
2023-09-01T11:29:48,-6.82342,112.7709667,2.8,118,76.4,P0,,,,,,,,
2023-09-01T11:29:59,-6.823395,112.77112,2.9,122,80.1,P0,,,,,,,,
2023-09-01T11:30:16,-6.823383333,112.77137,3.1,129,87.4,P0,,,,,,,,
2023-09-01T11:30:28,-6.823391667,112.7715567,3.3,134,92.1,P0,,,,,,,,
2023-09-01T11:30:39,-6.823411667,112.771735,3.4,138,96.2,P0,,,,,,,,
2023-09-01T11:30:49,-6.823443333,112.7718933,3.5,143,100.8,P0,,,,,,,,
2023-09-01T11:30:59,-6.823495,112.7720533,3.5,147,104.9,P0,,,,,,,,
2023-09-01T11:31:13,-6.823573333,112.772255,3.6,153,111.6,P0,,,,,,,,
2023-09-01T11:31:25,-6.823663333,112.7724417,3.6,158,117.0,P0,,,,,,,,
2023-09-01T11:31:36,-6.823778333,112.77262,3.7,163,122.0,P0,,,,,,,,
2023-09-01T11:31:49,-6.823921667,112.772795,3.7,169,129.0,P0,,,,,,,,
2023-09-01T11:32:16,-6.82429,112.7730733,3.6,176,146.5,P0,,,,,,,,
2023-09-01T11:32:33,-6.824536667,112.773185,3.6,180,156.8,P0,,,,,,,,
2023-09-01T11:32:51,-6.824866667,112.773285,3.8,183,163.0,P0,,,,,,,,
2023-09-01T11:33:01,-6.82505,112.7733367,4.0,185,164.6,P1,G1,,,,,,,
2023-09-01T11:33:13,-6.825265,112.7733833,4.2,187,167.4,P1,G1,,,,,,,
2023-09-01T11:33:33,-6.82567,112.7734283,4.4,191,174.4,P1,G1,,,,,,,
2023-09-01T11:33:51,-6.826078333,112.77344,4.5,194,179.1,P1,G1,,,,,,,
2023-09-01T11:34:01,-6.82629,112.773435,4.5,196,180.8,P1,G1,,,,,,,
2023-09-01T11:34:13,-6.826536667,112.7734233,4.5,197,183.3,P1,G1,,,,,,,
2023-09-01T11:34:33,-6.826933333,112.7733833,4.5,200,186.7,P1,G1,,,,,,,
2023-09-01T11:34:51,-6.827336667,112.7733267,4.5,204,188.5,P1,G1,,,,,,,
2023-09-01T11:35:01,-6.82755,112.773285,4.5,206,189.7,P1,G1,,,,,,,
2023-09-01T11:35:13,-6.827805,112.7732333,4.5,208,191.9,P1,G1,,,,,,,
2023-09-01T11:35:33,-6.8282,112.7731333,4.6,212,195.2,P1,G1,,,,,,,
2023-09-01T11:35:51,-6.828588333,112.7730033,4.5,216,199.6,P1,G1,,,,,,,
2023-09-01T11:36:13,-6.829016667,112.7728083,4.5,220,205.2,P1,G1,,,,,,,
2023-09-01T11:36:51,-6.829715,112.7723867,4.5,226,213.7,P1,G1,,,,,,,
2023-09-01T11:37:02,-6.829895,112.7722567,4.5,227,216.7,P1,G1,,,,,,,
2023-09-01T11:37:13,-6.830076667,112.7721067,4.5,228,218.9,P1,G1,,,,,,,
2023-09-01T11:37:33,-6.830371667,112.771835,4.5,229,222.6,P1,G1,,,,,,,
2023-09-01T11:40:32,-6.832971667,112.76881,5.0,240,238.1,P1,G1,,,,,,,
2023-09-01T11:41:02,-6.833328333,112.7681633,5.4,240,240.6,P1,G1,,,,,,,
2023-09-01T11:42:12,-6.834293333,112.76648,6.2,240,241.3,P1,G1,,,,,,,
2023-09-01T11:42:43,-6.834743333,112.765645,6.5,240,240.7,P1,G1,,,,,,,
2023-09-01T11:43:12,-6.835183333,112.7648517,6.8,240,241.1,P1,G1,,,,,,,
2023-09-01T11:43:43,-6.83566,112.7640017,7.0,240,241.8,P1,G1,,,,,,,
2023-09-01T11:45:03,-6.836898333,112.7616817,6.8,235,237.9,P1,G1,,,,,,,
2023-09-01T11:45:22,-6.837216667,112.7611733,6.8,235,237.6,P1,G1,,,,,,,
2023-09-01T11:45:32,-6.837385,112.7609083,6.8,235,237.6,P1,G1,,,,,,,
2023-09-01T11:45:43,-6.837555,112.76064,6.7,235,237.4,P1,G1,,,,,,,
2023-09-01T11:46:03,-6.837921667,112.76008,6.7,235,236.8,P1,G1,,,,,,,
2023-09-01T11:46:51,-6.83874,112.7588217,6.6,235,237.1,P1,G1,,,,,,,
2023-09-01T11:47:03,-6.838946667,112.758505,6.6,235,237.4,P1,G1,,,,,,,
2023-09-01T11:47:23,-6.839288333,112.7579933,6.5,235,236.7,P1,G1,,,,,,,
2023-09-01T11:47:51,-6.839751667,112.7572933,6.4,235,237.1,P1,G1,,,,,,,
2023-09-01T11:48:03,-6.839941667,112.7569967,6.4,235,237.4,P1,G1,,,,,,,
2023-09-01T11:48:23,-6.840258333,112.7565067,6.3,235,236.8,P1,G1,,,,,,,
2023-09-01T11:48:41,-6.840548333,112.7560667,6.2,235,236.9,P1,G1,,,,,,,
2023-09-01T11:49:03,-6.840896667,112.7555467,6.1,235,236.6,P1,G1,,,,,,,
2023-09-01T11:49:52,-6.841625,112.7544283,5.8,235,237.3,P1,G1,,,,,,,
2023-09-01T11:50:03,-6.841781667,112.7541767,5.7,235,237.6,P1,G1,,,,,,,
2023-09-01T11:50:23,-6.842065,112.7537267,5.6,235,237.8,P1,G1,,,,,,,
2023-09-01T11:50:41,-6.842318333,112.7533317,5.5,235,237.4,P1,G1,,,,,,,
2023-09-01T11:50:52,-6.842468333,112.753095,5.5,235,237.1,P1,G1,,,,,,,
2023-09-01T11:51:23,-6.842891667,112.75244,5.3,235,237.0,P1,G1,,,,,,,
2023-09-01T11:52:02,-6.84342,112.751645,5.2,235,237.9,P1,G1,,,,,,,
2023-09-01T11:52:52,-6.844033333,112.7505617,5.2,230,241.8,P1,G1,,,,,,,
2023-09-01T11:53:02,-6.844146667,112.7503383,5.3,228,242.1,P1,G1,,,,,,,
2023-09-01T11:53:12,-6.844263333,112.7501167,5.3,226,242.2,P1,G1,,,,,,,
2023-09-01T11:53:23,-6.844395,112.7498767,5.3,223,241.7,P1,G1,,,,,,,
2023-09-01T11:53:41,-6.844628333,112.7494917,5.3,218,238.7,P1,G1,,,,,,,
2023-09-01T11:54:02,-6.84493,112.749075,5.2,213,234.2,P1,G1,,,,,,,
2023-09-01T11:54:22,-6.84525,112.7487033,5.1,207,229.7,P1,G1,,,,,,,
2023-09-01T11:54:32,-6.845415,112.7485267,5.1,205,226.6,P1,G1,,,,,,,
2023-09-01T11:54:53,-6.84578,112.748185,5.1,200,220.3,P1,G1,,,,,,,
2023-09-01T11:55:12,-6.846151667,112.7479317,5.1,197,211.8,P1,G1,,,,,,,
2023-09-01T11:55:22,-6.846363333,112.7478217,5.1,196,208.2,P1,G1,,,,,,,
2023-09-01T11:55:32,-6.846581667,112.7477183,5.2,196,207.2,P1,G1,,,,,,,
2023-09-01T11:55:53,-6.847063333,112.7474967,5.3,195,202.9,P1,G1,,,,,,,
2023-09-01T11:56:12,-6.847521667,112.7473333,5.6,194,201.2,P1,G1,,,,,,,
2023-09-01T11:56:22,-6.847766667,112.7472283,5.7,194,202.3,P1,G1,,,,,,,
2023-09-01T11:56:41,-6.848253333,112.7470433,5.8,192,200.9,P1,G1,,,,,,,
2023-09-01T11:56:53,-6.848573333,112.746935,5.9,191,199.7,P1,G1,,,,,,,
2023-09-01T11:57:22,-6.849375,112.7467033,6.2,190,194.8,P1,G1,,,,,,,
2023-09-01T11:57:32,-6.849658333,112.7466317,6.3,189,193.8,P1,G1,,,,,,,
2023-09-01T11:58:22,-6.851151667,112.746295,6.7,190,192.4,P1,G1,,,,,,,
2023-09-01T11:58:32,-6.851465,112.746225,6.8,189,192.4,P1,G1,,,,,,,
2023-09-01T11:59:12,-6.852776667,112.745955,7.3,190,192.3,P1,G1,,,,,,,
2023-09-01T11:59:22,-6.853126667,112.7458833,7.5,190,192.2,P1,G1,,,,,,,
2023-09-01T11:59:32,-6.853475,112.7458117,7.7,190,191.5,P1,G1,,,,,,,
2023-09-01T11:59:42,-6.85383,112.7457383,7.8,190,191.4,P1,G1,,,,,,,
2023-09-01T12:00:32,-6.85572,112.7453417,8.5,187,189.4,P1,G1,,,,,,,
2023-09-01T12:00:42,-6.856118333,112.74528,8.6,187,188.9,P1,G1,,,,,,,
2023-09-01T12:01:22,-6.857725,112.7450267,8.5,187,188.1,P1,G1,,,,,,,
2023-09-01T12:01:32,-6.858121667,112.7449683,8.5,187,188.5,P1,G1,,,,,,,
2023-09-01T12:01:53,-6.858935,112.7448483,8.3,187,188.7,P1,G1,,,,,,,
2023-09-01T12:10:42,-6.875235,112.7408383,5.6,200,201.4,P1,G1,,,,,,,
2023-09-01T12:10:53,-6.875505,112.7407367,5.5,200,201.0,P1,G1,,,,,,,
2023-09-01T12:15:22,-6.882015,112.7383967,6.1,203,195.0,P1,G1,,,,,,,
2023-09-01T12:15:33,-6.882315,112.73829,6.1,204,199.8,P1,G1,,,,,,,
2023-09-01T12:15:53,-6.882866667,112.73803,6.2,203,205.0,P1,G1,,,,,,,
2023-09-01T12:16:02,-6.883116667,112.7379233,6.3,203,203.2,P1,G1,,,,,,,
2023-09-01T12:16:33,-6.883968333,112.7375333,6.8,204,204.1,P1,G1,,,,,,,
2023-09-01T12:17:02,-6.884863333,112.7371033,7.2,203,206.5,P1,G1,,,,,,,
2023-09-01T12:17:53,-6.886526667,112.7363683,7.8,200,203.1,P1,G1,,,,,,,
2023-09-01T12:18:02,-6.886836667,112.7362367,7.9,200,203.2,P1,G1,,,,,,,
2023-09-01T12:18:23,-6.887573333,112.7359417,8.1,198,200.6,P1,G1,,,,,,,
2023-09-01T12:18:33,-6.887903333,112.7358267,8.2,198,199.5,P1,G1,,,,,,,
2023-09-01T12:18:42,-6.888265,112.735685,8.3,198,201.0,P1,G1,,,,,,,
2023-09-01T12:18:53,-6.888675,112.7355433,8.4,198,199.1,P1,G1,,,,,,,
2023-09-01T12:19:23,-6.889801667,112.7351483,8.5,198,199.1,P1,G1,,,,,,,
2023-09-01T12:19:42,-6.890523333,112.7349017,8.6,198,198.7,P1,G1,,,,,,,
2023-09-01T12:19:53,-6.890946667,112.73476,8.7,198,198.6,P1,G1,,,,,,,
